Absorbance:209,Unnamed: 1,Absorbance:209,Unnamed: 1,Absorbance:209,Unnamed: 1
270.324,0.97,270.324,0.99,270.324,0.97
270.538,0.96,270.538,0.99,270.538,0.96
270.751,0.95,270.751,0.98,270.751,0.95
270.965,0.95,270.965,0.99,270.965,0.95
271.178,0.95,271.178,0.99,271.178,0.94
271.392,0.94,271.392,0.99,271.392,0.94
271.606,0.94,271.606,0.99,271.606,0.93
271.819,0.93,271.819,0.99,271.819,0.93
272.033,0.93,272.033,0.99,272.033,0.92
272.246,0.92,272.246,0.99,272.246,0.92
272.46,0.91,272.46,0.99,272.46,0.91
272.673,0.91,272.673,0.99,272.673,0.91
272.887,0.9,272.887,0.99,272.887,0.9
273.1,0.9,273.1,0.99,273.1,0.89
273.314,0.89,273.314,0.99,273.314,0.89
273.527,0.89,273.527,0.99,273.527,0.88
273.741,0.88,273.741,0.99,273.741,0.87
273.954,0.88,273.954,0.99,273.954,0.87
274.16700000000003,0.87,274.16700000000003,0.99,274.16700000000003,0.86
274.381,0.87,274.381,0.99,274.381,0.86
274.594,0.86,274.594,0.99,274.594,0.85
274.808,0.85,274.808,0.99,274.808,0.84
275.02099999999996,0.84,275.02099999999996,0.98,275.02099999999996,0.84
275.23400000000004,0.84,275.23400000000004,0.98,275.23400000000004,0.83
275.448,0.83,275.448,0.98,275.448,0.82
275.661,0.83,275.661,0.98,275.661,0.82
275.874,0.82,275.874,0.98,275.874,0.81
276.08799999999997,0.82,276.08799999999997,0.98,276.08799999999997,0.8
276.301,0.81,276.301,0.98,276.301,0.8
276.514,0.8,276.514,0.98,276.514,0.79
276.728,0.8,276.728,0.98,276.728,0.78
276.941,0.79,276.941,0.98,276.941,0.78
277.154,0.78,277.154,0.98,277.154,0.77
277.367,0.77,277.367,0.98,277.367,0.76
277.58099999999996,0.77,277.58099999999996,0.98,277.58099999999996,0.76
277.79400000000004,0.76,277.79400000000004,0.97,277.79400000000004,0.75
278.007,0.75,278.007,0.97,278.007,0.74
278.22,0.75,278.22,0.97,278.22,0.73
278.434,0.74,278.434,0.97,278.434,0.73
278.647,0.74,278.647,0.97,278.647,0.72
278.86,0.73,278.86,0.96,278.86,0.71
279.073,0.73,279.073,0.96,279.073,0.71
279.286,0.72,279.286,0.97,279.286,0.7
279.499,0.71,279.499,0.96,279.499,0.7
279.71299999999997,0.71,279.71299999999997,0.96,279.71299999999997,0.69
279.926,0.7,279.926,0.96,279.926,0.69
280.139,0.69,280.139,0.96,280.139,0.68
280.35200000000003,0.68,280.35200000000003,0.96,280.35200000000003,0.67
280.565,0.68,280.565,0.95,280.565,0.66
280.778,0.67,280.778,0.95,280.778,0.66
280.991,0.66,280.991,0.95,280.991,0.65
281.204,0.66,281.204,0.95,281.204,0.64
281.41700000000003,0.65,281.41700000000003,0.95,281.41700000000003,0.64
281.63,0.64,281.63,0.94,281.63,0.63
281.843,0.64,281.843,0.94,281.843,0.62
282.056,0.63,282.056,0.94,282.056,0.62
282.269,0.62,282.269,0.93,282.269,0.61
282.482,0.62,282.482,0.93,282.482,0.6
282.695,0.61,282.695,0.93,282.695,0.6
282.908,0.6,282.908,0.93,282.908,0.59
283.121,0.6,283.121,0.93,283.121,0.59
283.334,0.59,283.334,0.93,283.334,0.58
283.547,0.59,283.547,0.92,283.547,0.58
283.76,0.58,283.76,0.92,283.76,0.57
283.973,0.57,283.973,0.92,283.973,0.56
284.186,0.57,284.186,0.92,284.186,0.56
284.399,0.56,284.399,0.91,284.399,0.55
284.612,0.55,284.612,0.91,284.612,0.54
284.824,0.55,284.824,0.91,284.824,0.54
285.03700000000003,0.54,285.03700000000003,0.91,285.03700000000003,0.53
285.25,0.53,285.25,0.91,285.25,0.52
285.46299999999997,0.53,285.46299999999997,0.9,285.46299999999997,0.52
