Absorbance:209,Unnamed: 1,Absorbance:209,Unnamed: 1,Absorbance:209,Unnamed: 1
257.272,1.71,257.272,-0.46,257.272,1.67
257.486,1.72,257.486,-0.44,257.486,1.7
257.70099999999996,1.72,257.70099999999996,-0.42,257.70099999999996,1.69
257.915,1.78,257.915,-0.41,257.915,1.72
258.129,1.77,258.129,-0.39,258.129,1.71
258.344,1.78,258.344,-0.37,258.344,1.73
258.558,1.78,258.558,-0.36,258.558,1.72
258.772,1.82,258.772,-0.34,258.772,1.78
258.986,1.83,258.986,-0.33,258.986,1.79
259.2,1.86,259.2,-0.32,259.2,1.81
259.415,1.91,259.415,-0.31,259.415,1.82
259.629,1.93,259.629,-0.29,259.629,1.86
259.843,1.96,259.843,-0.28,259.843,1.88
260.057,1.93,260.057,-0.27,260.057,1.86
260.27099999999996,1.89,260.27099999999996,-0.26,260.27099999999996,1.87
260.485,1.91,260.485,-0.25,260.485,1.92
260.7,1.91,260.7,-0.24,260.7,1.92
260.914,1.9,260.914,-0.23,260.914,1.91
261.128,1.9,261.128,-0.22,261.128,1.92
261.342,1.9,261.342,-0.21,261.342,1.93
261.556,1.88,261.556,-0.2,261.556,1.9
261.77,1.89,261.77,-0.19,261.77,1.92
261.98400000000004,1.92,261.98400000000004,-0.19,261.98400000000004,1.94
262.198,1.96,262.198,-0.18,262.198,1.95
262.41200000000003,1.97,262.41200000000003,-0.17,262.41200000000003,1.93
262.626,1.99,262.626,-0.16,262.626,1.96
262.84,1.95,262.84,-0.16,262.84,1.96
263.05400000000003,1.93,263.05400000000003,-0.15,263.05400000000003,1.94
263.268,1.89,263.268,-0.14,263.268,1.97
263.482,1.88,263.482,-0.14,263.482,2.01
263.69599999999997,1.85,263.69599999999997,-0.13,263.69599999999997,1.99
263.91,1.88,263.91,-0.12,263.91,2.01
264.124,1.85,264.124,-0.11,264.124,1.97
264.33799999999997,1.84,264.33799999999997,-0.11,264.33799999999997,1.93
264.552,1.84,264.552,-0.1,264.552,1.94
264.76599999999996,1.85,264.76599999999996,-0.1,264.76599999999996,1.96
264.98,1.82,264.98,-0.09,264.98,1.94
265.194,1.83,265.194,-0.08,265.194,1.97
265.408,1.85,265.408,-0.08,265.408,1.99
265.622,1.85,265.622,-0.07,265.622,1.98
265.835,1.82,265.835,-0.07,265.835,1.97
266.04900000000004,1.83,266.04900000000004,-0.06,266.04900000000004,1.98
266.263,1.81,266.263,-0.06,266.263,1.98
266.47700000000003,1.78,266.47700000000003,-0.05,266.47700000000003,1.96
266.691,1.77,266.691,-0.05,266.691,1.95
266.905,1.77,266.905,-0.04,266.905,1.94
267.118,1.75,267.118,-0.04,267.118,1.95
267.332,1.75,267.332,-0.03,267.332,1.95
267.546,1.76,267.546,-0.03,267.546,1.96
267.76,1.75,267.76,-0.02,267.76,1.98
267.973,1.74,267.973,-0.02,267.973,2.01
268.187,1.73,268.187,-0.01,268.187,2.01
268.401,1.71,268.401,-0.01,268.401,1.99
268.615,1.7,268.615,0.0,268.615,2.0
268.828,1.68,268.828,0.0,268.828,2.0
269.04200000000003,1.66,269.04200000000003,0.01,269.04200000000003,1.98
269.256,1.65,269.256,0.01,269.256,1.97
269.469,1.63,269.469,0.01,269.469,1.98
269.683,1.62,269.683,0.02,269.683,1.97
269.897,1.6,269.897,0.02,269.897,1.97
270.11,1.58,270.11,0.03,270.11,1.95
270.324,1.57,270.324,0.03,270.324,1.94
270.538,1.56,270.538,0.03,270.538,1.94
270.751,1.54,270.751,0.03,270.751,1.91
270.965,1.53,270.965,0.04,270.965,1.9
271.178,1.52,271.178,0.04,271.178,1.92
271.392,1.5,271.392,0.04,271.392,1.92
271.606,1.49,271.606,0.05,271.606,1.92
271.819,1.48,271.819,0.05,271.819,1.93
272.033,1.46,272.033,0.05,272.033,1.92
272.246,1.44,272.246,0.05,272.246,1.9
272.46,1.43,272.46,0.06,272.46,1.9
272.673,1.41,272.673,0.06,272.673,1.88
272.887,1.4,272.887,0.06,272.887,1.87
273.1,1.38,273.1,0.06,273.1,1.84
273.314,1.37,273.314,0.07,273.314,1.82
273.527,1.35,273.527,0.07,273.527,1.82
273.741,1.34,273.741,0.07,273.741,1.81
273.954,1.33,273.954,0.07,273.954,1.8
274.16700000000003,1.31,274.16700000000003,0.08,274.16700000000003,1.8
274.381,1.3,274.381,0.08,274.381,1.78
274.594,1.29,274.594,0.08,274.594,1.74
274.808,1.28,274.808,0.08,274.808,1.73
275.02099999999996,1.26,275.02099999999996,0.08,275.02099999999996,1.71
275.23400000000004,1.25,275.23400000000004,0.09,275.23400000000004,1.69
275.448,1.24,275.448,0.09,275.448,1.68
275.661,1.22,275.661,0.09,275.661,1.66
275.874,1.21,275.874,0.09,275.874,1.65
276.08799999999997,1.2,276.08799999999997,0.09,276.08799999999997,1.62
276.301,1.18,276.301,0.1,276.301,1.62
276.514,1.16,276.514,0.1,276.514,1.59
276.728,1.16,276.728,0.1,276.728,1.58
276.941,1.14,276.941,0.1,276.941,1.55
277.154,1.13,277.154,0.1,277.154,1.55
277.367,1.12,277.367,0.1,277.367,1.52
277.58099999999996,1.11,277.58099999999996,0.11,277.58099999999996,1.51
277.79400000000004,1.1,277.79400000000004,0.11,277.79400000000004,1.49
278.007,1.09,278.007,0.11,278.007,1.47
278.22,1.07,278.22,0.11,278.22,1.44
278.434,1.06,278.434,0.11,278.434,1.42
278.647,1.5,278.647,0.12,278.647,1.4
278.86,1.04,278.86,0.12,278.86,1.38
279.073,1.03,279.073,0.12,279.073,1.36
279.286,1.02,279.286,0.12,279.286,1.35
279.499,1.01,279.499,0.12,279.499,1.33
279.71299999999997,1.0,279.71299999999997,0.12,279.71299999999997,1.31
279.926,0.99,279.926,0.12,279.926,1.29
280.139,0.97,280.139,0.13,280.139,1.27
280.35200000000003,0.97,280.35200000000003,0.13,280.35200000000003,1.25
280.565,0.95,280.565,0.13,280.565,1.22
280.778,0.94,280.778,0.13,280.778,1.2
280.991,0.94,280.991,0.13,280.991,1.18
281.204,0.93,281.204,0.13,281.204,1.16
281.41700000000003,0.92,281.41700000000003,0.13,281.41700000000003,1.14
281.63,0.91,281.63,0.13,281.63,1.12
281.843,0.9,281.843,0.14,281.843,1.1
282.056,0.89,282.056,0.14,282.056,1.08
282.269,0.88,282.269,0.14,282.269,1.06
282.482,0.87,282.482,0.14,282.482,1.04
282.695,0.86,282.695,0.14,282.695,1.02
282.908,0.85,282.908,0.14,282.908,1.01
283.121,0.84,283.121,0.14,283.121,0.99
283.334,0.83,283.334,0.15,283.334,0.97
